id|module_id|key_code|lang|descriptions|enabled|deleted|created_by|last_updated_by|category|module_code|version_number
1073459482704068626|1064770323488772097|PREPAY_CASHPAYREQUISITION_FORM_OID_NOT_EXIT|en_us|The walk workflow requires a prepayment single type maintenance form！|1|0|1|1|ERROR|menu|1
1073459482704068627|1064770323488772097|PREPAY_CASHPAYREQUISITION_HEAD_NOT_EXIT|en_us|Prepaid single head does not exist！|1|0|1|1|ERROR|menu|1
1051672339764604930|1051666803430125569|contract-type|zh_cn|合同类型定义|1|0|1|1||menu|1
1051672871371665410|1051666803430125569|document-type-manage|zh_cn|单据类型管理|1|0|1|1||menu|1
1051673505101639682|1051666803430125569|my-contract|zh_cn|我的合同|1|0|1|1||menu|1
1051673569123495937|1051666803430125569|contract-recheck|zh_cn|合同复核|1|0|1|1||menu|1
1051673655672958978|1051666803430125569|new-prepayment|zh_cn|新建预付款单|1|0|1|1||menu|1
1052469056416116738|1051666803430125569|request-edit|zh_cn|编辑申请单|1|0|1|1||menu|1
1052745750091788289|1051666803430125569|csh-write-off-backlash|zh_cn|核销反冲|1|0|1|1||menu|1
1052747605106618370|1051666803430125569|supplier-maintain|zh_cn|供应商维护|1|0|1|1||menu|1
1052814885698007041|1051666803430125569|pay-workbench|zh_cn|付款工作台|1|0|1|1||menu|1
1052833117360222210|1051666803430125569|finance-audit|zh_cn|单据审核|1|0|1|1||menu|1
1054188107995672577|1051666803430125569|source-affair-define|zh_cn|来源事务定义|1|0|1|1||menu|1
1054247483703947266|1051666803430125569|accounting-scenarios-system|zh_cn|核算场景定义|1|0|1|1||menu|1
1054295460824870913|1051666803430125569|voucher-model|zh_cn|来源事务凭证模板|1|0|1|1||menu|1
1054654792112402433|1051666803430125569|new-department-group|zh_cn|新建部门组|1|0|1|1||menu|1
1054654959624515585|1051666803430125569|department-group-detail|zh_cn|部门组详情|1|0|1|1||menu|1
1054661923427446785|1051666803430125569|account-period-define|zh_cn|会计期间定义|1|0|1|1||menu|1
1054979270113619970|1051666803430125569|new-company-maintain|zh_cn|编辑公司|1|0|1|1||menu|1
1055000618634440706|1051666803430125569|new-bank-account|zh_cn|新建银行账户|1|0|1|1||menu|1
1055033719842533378|1051666803430125569|legal-person-detail|zh_cn|法人实体详情|1|0|1|1||menu|1
1055033818752610305|1051666803430125569|new-legal-person|zh_cn|编辑法人实体|1|0|1|1||menu|1
1055369858407329793|1051666803430125569|budget-group-new|zh_cn|新建项目组|1|0|1|1||menu|1
1055377284875546626|1051666803430125569|budget-group-detail|zh_cn|项目组详情|1|0|1|1||menu|1
1055387314207191041|1051666803430125569|form-detail|zh_cn|表单详情|1|0|1|1||menu|1
1055638687632977922|1051666803430125569|new-announcement-information|zh_cn|新建公告信息|1|0|1|1||menu|1
1055638820609191938|1051666803430125569|announcement-information-detail|zh_cn|公告信息详情|1|0|1|1||menu|1
1055640509630246914|1051666803430125569|security-setting|zh_cn|安全设置|1|0|1|1||menu|1
1055664151202230273|1051666803430125569|new-person-group|zh_cn|新增人员组|1|0|1|1||menu|1
1055717580768862210|1051666803430125569|account-period-detail|zh_cn|会计期间信息详情|1|0|1|1||menu|1
1055722811447631874|1051666803430125569|budget-strategy-detail-new|zh_cn|新建策略名细|1|0|1|1||menu|1
1056513091608305666|1051666803430125569|expense-type-detail|zh_cn|费用类型详情|1|0|1|1||menu|1
1056556995216990210|1051666803430125569|new-cost-center-item|zh_cn|编辑成本中心项|1|0|1|1||menu|1
1056559315023618050|1051666803430125569|cost-center-item-detail|zh_cn|成本中心项详情|1|0|1|1||menu|1
1056723614853554178|1051666803430125569|budget-balance-solution|zh_cn|预算余额方案|1|0|1|1||menu|1
1056819649621336066|1051666803430125569|approve-expense-report|zh_cn|报销单审批|1|0|1|1||menu|1
1057128518755098625|1051666803430125569|public-reimburse-report|zh_cn|对公报账单财务查询|1|0|1|1||menu|1
1060082858075693058|1051666803430125569|edit-bank-account|zh_cn|编辑银行账户|1|0|1|1||menu|1
1060787966076338178|1051666803430125569|data-authority|zh_cn|数据权限|1|0|1|1||menu|1
1063310601728618497|1051666803430125569|edit-prepayment|zh_cn|编辑预付款单|1|0|1|1||menu|1
1063312213050191874|1051666803430125569|expense-report-detail-audit|zh_cn|报销单详情|1|0|1|1||menu|1
1063312250287222785|1051666803430125569|loan-request-detail-audit|zh_cn|借款单详情|1|0|1|1||menu|1
1067348863395745794|1051666803430125569|edit-company-group|zh_cn|编辑公司组|1|0|1|1||menu|1
1073459482746011650|1064770323488772097|PREPAY_CON_CONTRACT_DOCUMENT_RELATION_DOCUMENT_TYPE_NOT_EXISTS|en_us|This document type does not exist!|1|0|1|1|ERROR|menu|1
1073125176832028687|1064770323488772097|ACCOUNTING_GENERAL_LEDGER_WORK_ORDER_FORM_OID_NOT_EXIT|en_us|The walk workflow requires a account single type maintenance form！|1|0|1|1|ERROR|menu|1
1073125176832028689|1064770323488772097|ACCOUNTING_GENERAL_LEDGER_HD_ID_NOT_EXIT|en_us|The match group head id does not exist!|1|0|1|1|ERROR|menu|1
1073125176832028690|1064770323488772097|ACCOUNTING_GENERAL_LEDGER_SCENE_NOT_EXIT|en_us|Accounting elements do not exist！|1|0|1|1|ERROR|menu|1
1073125176832028692|1064770323488772097|ACCOUNTING_GENERAL_LEDGER_SEGMENT_FIELD_CODE_EXISTS|en_us|The segmentSet of the segmentField repetition!|1|0|1|1|ERROR|menu|1
1073125176873971714|1064770323488772097|ACCOUNTING_GENERAL_LEDGER_SEGMENT_CODE_EXISTS|en_us|The segmentCode under the same segmentSet cannot be repeated!|1|0|1|1|ERROR|menu|1
1073125176873971717|1064770323488772097|ACCOUNTING_GENERAL_LEDGER_MAPPING_EXIT|en_us|The mapping relationship already exists！|1|0|1|1|ERROR|menu|1
1073125176873971719|1064770323488772097|ACCOUNTING_GENERAL_LEDGER_SEGMENT_MAP_VALUE_CODE_EXISTS|en_us|The segmentValueCode below the same segment cannot be repeated!|1|0|1|1|ERROR|menu|1
1073125176873971723|1064770323488772097|ACCOUNTING_GENERAL_LEDGER_NOT_ALLOW_UPDATE|en_us|Can not be modified after the accounting elements are preserved!|1|0|1|1|ERROR|menu|1
1073125176873971724|1064770323488772097|ACCOUNTING_GENERAL_LEDGER_LINE_NOT_EXIT|en_us|The match group line does not exist!|1|0|1|1|ERROR|menu|1
1073125176873971729|1064770323488772097|ACCOUNTING_GENERAL_LEDGER_SEGMENT_SET_CODE_EXISTS|en_us|The segmentSetCode of the system cannot be repeated!|1|0|1|1|ERROR|menu|1
1073125176873971730|1064770323488772097|ACCOUNTING_GENERAL_LEDGER_HD_CODE_EXIT|en_us|The matching group code cannot be repeated in the same accounting scene!|1|0|1|1|ERROR|menu|1
1051667434266030082|1051666803430125569|prepayment|zh_cn|我的预付款单|1|0|1|1||menu|1
1051667564587249666|1051666803430125569|prepayment|en_us|My Advance Payment|1|0|1|1||menu|1
1051724999674949633|1051666803430125569|expense-adjust|zh_cn|费用调整单|1|0|1|1||menu|1
1051726179478138881|1051666803430125569|my-expense-adjust|zh_cn|我的费用调整单|1|0|1|1||menu|1
1051726532118441986|1051666803430125569|my-expense-adjust1|zh_cn|我的费用调整单|1|0|1|1||menu|1
1052044829150015490|1051666803430125569|contract-detail|zh_cn|合同详情|1|0|1|1||menu|1
1052044999820439554|1051666803430125569|new-contract|zh_cn|合同新建|1|0|1|1||menu|1
1052069333708435457|1051666803430125569|job-info|zh_cn|任务管理|1|0|1|1||menu|1
1052097971191410690|1051666803430125569|reimburse-detail|zh_cn|报账单详情|1|0|1|1||menu|1
1052399156251193346|1051666803430125569|company-account-setting|zh_cn|公司账户设置|1|0|1|1||menu|1
1052488966978531330|1051666803430125569|request-detail|zh_cn|申请单详情|1|0|1|1||menu|1
1053098569600724994|1051666803430125569|budget|zh_cn|预算|1|0|1|1||menu|1
1053099953700073474|1051666803430125569|budget-journal|zh_cn|预算日记账|1|0|1|1||menu|1
1053101593639383042|1051666803430125569|admin-setting|zh_cn|设置|1|0|1|1||menu|1
1053101720538050561|1051666803430125569|expense-type|zh_cn|费用体系|1|0|1|1||menu|1
1053167990088265729|1051666803430125569|section-structure'|zh_cn|科目段结构|1|0|1|1||menu|1
1053169965064384514|1051666803430125569|section-structure|zh_cn|科目段结构|1|0|1|1||menu|1
1054184783137337345|1051666803430125569|budget-journal-re-check|zh_cn|预算日记账复核|1|0|1|1||menu|1
1054228122507276290|1051666803430125569|pay-backlash-recheck|zh_cn|付款反冲复核|1|0|1|1||menu|1
1054257186177675266|1051666803430125569|account-element|zh_cn|核算要素|1|0|1|1||menu|1
1054305316390694914|1051666803430125569|new-company-group|zh_cn|新建公司组|1|0|1|1||menu|1
1054563564570144769|1051666803430125569|request-approve|zh_cn|申请单审批|1|0|1|1||menu|1
1054569255410200577|1051666803430125569|department-group|zh_cn|部门组|1|0|1|1||menu|1
1054630645411999746|1051666803430125569|approve-reimburse-detail|zh_cn|报账单审批详情|1|0|1|1||menu|1
1054967186357350402|1051666803430125569|exp-adjust-type-company|zh_cn|费用调整单类型分配公司|1|0|1|1||menu|1
1054974232788070402|1051666803430125569|enterprise-manage|zh_cn|企业管理|1|0|1|1||menu|1
1054974816698101761|1051666803430125569|company-maintain|zh_cn|公司维护|1|0|1|1||menu|1
