id|airport_code|code
4360|HRN|AUS000189000
4361|HYC|GBR000053000
4362|HLW|ZAF000015000
4363|HSM|AUS000190000
4364|HUV|SWE000038000
4365|ISJ|MEX000035000
4366|JLR|IND000JLR000
4367|IXW|IND000055000
4368|KBZ|NZL000026000
4369|KAX|AUS000191000
4370|KNB|USAAP0615000
4371|KYL|USAAP0616000
4372|KCT|LKA000004000
4373|UTI|FIN000011000
4374|LCC|ITA000LCC000
4375|LWR|NLD000009000
4376|LEY|NLD000LEY000
4377|LGG|BEL000WLG000
4378|LPX|LVA000LPK000
4379|LMO|GBR000054000
4380|LUH|IND000056000
4381|MBX|SVN000001000
4382|MRO|NZL000027000
4383|SJF|VIR000001000
4384|MVV|FRA000058000
4385|MEK|MAR000MKN000
4386|MZY|ZAF000016000
4387|MYQ|IND000057000
4388|APC|USAAP0617000
4389|NZC|USAAP0618000
4390|NVS|FRA000059000
4391|EWY|GBR000055000
4392|JNP|USAAP0619000
4393|ORM|GBR000056000
4394|NOA|AUS000192000
4395|OKH|GBR000057000
4396|OAM|NZL000028000
4397|OPW|NAM000011000
4398|PHR|FJI000015000
4399|PQM|MEX000036000
4400|PMS|SYR000001000
4401|EPU|EST000001000
4402|PEJ|ITA000021000
4403|UPF|DEU000036000
4404|PCN|NZL000029000
4405|POI|BOL000009000
4406|PRP|FRA000060000
4407|ZPC|CHL000016000
4408|PNT|CHL000017000
4409|JAP|CRI000011000
4410|RTC|IND000058000
4411|YRV|CAN000199000
4412|RYN|FRA000061000
4413|GSS|ZAF000017000
4414|SXE|AUS000193000
4415|QSR|ITA000SAL000
4416|SNC|ECU000006000
4417|SMO|USAAP0620000
4418|SZW|DEU000037000
4419|SZM|NAM000012000
4420|SHT|AUS000194000
4421|SLV|IND000059000
4422|WVL|USAAP0621000
4423|STV|IND000060000
4424|JEM|USAAP0622000
4425|HAF|USAAP0623000
4426|POU|USAAP0624000
4427|DXR|USAAP0625000
4428|FDY|USAAP0626000
4429|GAI|USA0MDGAI000
4430|HHR|USAAP0627000
4431|RFD|USA0ILRFD000
4432|MNZ|USAAP0628000
4433|OUN|USA0OKOUN000
4434|OWD|USAAP0629000
4435|OCN|USAAP0630000
4436|PVU|USA0UTPVU000
4437|JMH|USAAP0631000
4438|TKF|USAAP0632000
4439|NXX|USAAP0633000
4440|WBN|USAAP0634000
4441|UES|USAAP0635000
4442|FWH|USAAP0636000
4443|FTW|USAAP0636000
4444|AFW|USAAP0636000
4445|MLG|IDN000073000
4446|EKI|USAAP0637000
4447|OBE|USAAP0638000
4448|OGB|USAAP0639000
4449|WBI|USA0COWBU000
4450|WBU|USA0COWBU000
4451|WHH|USA0COWBU000
4452|DAN|USAAP0640000
4453|DFI|USAAP0641000
4454|CDS|USAAP0642000
4455|FDK|USAAP0643000
4456|FFL|USAAP0644000
4457|GRD|USAAP0645000
4458|GYR|USAAP0646000
4459|YKF|CAN000BRP000
4460|JOR|USAAP0647000
4461|CSN|USA0NVCSN000
4462|IKK|USAAP0648000
4463|CTX|USAAP0649000
4464|OSX|USAAP0650000
4465|CTZ|USAAP0651000
4466|CWI|USAAP0651000
4467|LAA|USAAP0652000
4468|RSL|USAAP0653000
4469|RAC|USA0WIRAC000
4470|RNZ|USAAP0654000
4471|MAE|USAAP0655000
4472|MGR|USAAP0656000
4473|MUL|USAAP0656000
4474|OCH|USAAP0657000
4475|LFK|USAAP0657000
4476|PEQ|USAAP0658000
4477|PRO|USA0INPRO000
4478|GGE|USAAP0659000
4479|KZR|TUR000KUT000
4480|SUM|USAAP0660000
4481|SSC|USAAP0660000
4482|SRU|USA0AZSRU000
4483|SCH|USAAP0661000
4484|SNK|USAAP0662000
4485|TLR|USAAP0663000
4486|TLC|MEX000TLC000
4487|WGO|USA000WGO000
4488|WWR|USAAP0664000
4489|IDI|USAAP0665000
4490|THV|USA0METHV000
4491|IBR|JPN000008000
4492|FKJ|JPN000018000
4493|YHM|CAN000HAM000
4494|HPT|USAAP0666000
4495|GTO|IDN000074000
4496|TTE|IDN000075000
4497|KCM|TUR000016000
4498|MZH|TUR000017000
4499|SIC|TUR000018000
4500|VAS|TUR000SIV000
4501|USQ|TUR000019000
4502|STS|USA0CASTS000
4503|NTQ|JPN000103000
4504|VQS|PRI000006000
4505|VCS|VNM000015000
4506|HUD|USAAP0667000
4507|LNP|USAAP0668000
4508|MTW|USA0WIMTW000
4509|MPR|USAAP0669000
4510|HZB|FRA000062000
4511|EVX|FRA000063000
4512|EPL|FRA000064000
4513|DPE|FRA000065000
4514|DLE|FRA000066000
4515|GFR|FRA000067000
4516|CVF|FRA000068000
4517|GAT|FRA000069000
4518|ZAO|FRA000070000
4519|RCO|FRA000071000
4520|MEN|FRA000072000
4521|SCP|FRA000073000
4522|MCU|FRA000074000
4523|MXN|FRA000075000
4524|NIT|FRA000076000
4525|LVA|FRA000077000
4526|CHR|FRA000078000
4527|CNG|FRA000079000
4528|CSF|FRA000080000
4529|LDV|FRA000081000
4530|CTT|FRA000082000
4531|SBK|FRA000083000
4532|SOZ|FRA000084000
4533|VTL|FRA000085000
4534|VHY|FRA000086000
4535|NPT|USA0CANWH000
4536|TIX|USAAP0670000
4537|LRF|USA0FLJAX000
4538|PAE|USAAP0671000
4539|PVW|USAAP0672000
4540|ROG|USAAP0673000
4541|HSI|USA0NEHSI000
4542|IJX|USAAP0674000
4543|CJN|USAAP0675000
4544|KIC|USAAP0676000
4545|RKW|USAAP0677000
4546|MMU|USAAP0678000
4547|VRB|USAAP0679000
4548|HUM|USAAP0680000
4549|CNE|USAAP0681000
4550|MXC|USAAP0682000
4551|UST|USAAP0683000
4552|MWL|USAAP0684000
4553|CWO|USAAP0684000
4554|RMG|USA000RMG000
4555|ISW|USAAP0685000
4556|SPQ|USA0CASPQ000
4557|LNN|USAAP0686000
4558|RLA|USAAP0687000
4559|SGH|USA0ILSPI000
4560|RZZ|USAAP0688000
4561|PWT|USAAP0689000
4562|ILN|USAAP0512000
4563|JTO|USAAP0690000
4564|FRR|USAAP0691000
4565|FBL|USAAP0692000
4566|SRW|USAAP0343000
4567|LDJ|USAAP0693000
4568|LKV|USAAP0694000
4569|MSV|USAAP0682000
4570|PAO|USAAP0695000
4571|HWD|USAAP0696000
4572|DCU|USAAP0242000
4573|LPC|USAAP0697000
4574|VBG|USAAP0697000
4575|XES|USAAP0698000
4576|VNC|USA0CAVNC000
4577|EEN|USAAP0699000
4578|TTD|USA0ORTTD000
4579|PCT|USAAP0700000
4580|JGX|USAAP0701000
4581|JSG|USA0CASRF000
4582|SRF|USA0CASRF000
4583|MJX|USAAP0702000
4584|MRC|USA0CACOA000
4585|ESN|USAAP0703000
4586|ZZV|USAAP0704000
4587|RKH|USAAP0705000
4588|PTS|USA0PAPIT000
4589|DMN|USAAP0706000
4590|EED|USAAP0707000
4591|SKY|USAAP0708000
4592|LFI|USAAP0309000
4593|CLU|USA0GACZX000
4594|MDH|USA0ILMDH000
4595|LRO|USAAP0709000
4596|GSH|USAAP0710000
4597|HBG|USA0MSHBG000
4598|EDG|USAAP0711000
4599|GSB|USAAP0712000
4600|JHY|USA0MAJHY000
4601|RBL|USAAP0713000
4602|PVF|USAAP0714000
4603|WEA|USAAP0715000
4604|PTK|USAAP0716000
4605|GBR|USAAP0717000
4606|SNL|USAAP0718000
4607|DBN|USA0CADBN000
4608|ERV|USAAP0719000
4609|JVL|USAAP0720000
4610|TUH|USAAP0721000
4611|THA|USAAP0721000
4612|SRC|USAAP0722000
4613|ILG|USAAP0512000
4614|LVM|USAAP0723000
4615|OFK|USAAP0724000
4616|UKI|USAAP0725000
4617|OGD|USA0UTOGD000
4618|HIF|USA0UTOGD000
4619|TVL|USAAP0726000
4620|GLR|USAAP0727000
4621|SER|USAAP0728000
4622|IKB|USAAP0729000
4623|GOK|USAAP0730000
4624|MQY|USA0TNMQY000
4625|SVH|USAAP0731000
4626|TMA|USAAP0732000
4627|CEF|USA0ILSPI000
4628|CZK|USAAP0733000
4629|RWF|USAAP0734000
4630|NSE|USAAP0735000
4631|NSF|USAAP0736000
4632|ADW|USAAP0736000
4633|LCI|USAAP0737000
4634|JBK|USAAP0738000
4635|WHT|USAAP0739000
4636|HTO|USAAP0740000
4637|GWS|USAAP0741000
4638|HKY|USAAP0742000
4639|MPZ|USAAP0743000
4640|LEW|USAAP0113000
4641|PUC|USAAP0164000
4642|NBU|USAAP0744000
4643|MIE|USAAP0745000
4644|TNU|USAAP0746000
4645|PTW|USAAP0747000
4646|GAD|USAAP0748000
4647|IAG|USAAP0749000
4648|MPV|USA0VTMPV000
4649|WVI|USAAP0750000
4650|VPZ|USAAP0751000
4651|HEZ|USAAP0752000
4652|FUL|USAAP0753000
4653|MXG|USAAP0754000
4654|KPD|USAAP0755000
4655|BJJ|USA0MAORH000
4656|MFH|USAAP0756000
4657|SUO|USAAP0757000
4658|PMD|USAAP0758000
4659|GFD|USAAP0759000
4660|ELK|USAAP0760000
4661|ECG|USAAP0761000
4662|OCF|USAAP0762000
4663|MWO|USAAP0763000
4664|SOW|USAAP0764000
4665|SUA|USAAP0765000
4666|ONO|USAAP0046000
4667|WLM|USAAP0766000
4668|MYV|USAAP0767000
4669|BAB|USAAP0767000
4670|MIO|USA0FLMIA000
4671|SWD|USAAP0768000
4672|JSD|USAAP0769000
4673|GUF|USAAP0770000
4674|FFT|USA0KYFFT000
4675|CGS|USAAP0771000
4676|GCY|USA0MSGLH000
4677|PYM|USAAP0772000
4678|LVK|USAAP0773000
4679|HLM|USAAP0774000
4680|CLK|USAAP0651000
4681|CSM|USAAP0651000
4682|PGD|USAAP0775000
4683|NCQ|USAAP0776000
4684|MGE|USAAP0776000
4685|SNS|USAAP0777000
4686|MKT|USAAP0778000
4687|JMN|USAAP0778000
4688|AOH|USAAP0779000
4689|BAF|USAAP0780000
4690|OSB|USAAP0781000
4691|LGC|USAAP0782000
4692|RWI|USAAP0783000
4693|OCE|USAAP0784000
4694|SVE|USAAP0785000
4695|VYS|PER000011000
4696|PRX|USAAP0786000
4697|APG|USA0MDAPG000
4698|MHV|USAAP0787000
4699|FRM|USAAP0788000
4700|FOP|USAAP0789000
4701|GVT|USA0MSGLH000
4702|LWC|USA0KSLWC000
4703|ORQ|USAAP0790000
4704|JOT|USAAP0791000
4705|ONA|USAAP0792000
4706|FEP|USAAP0793000
4707|TSP|USAAP0794000
4708|OLM|USAAP0795000
4709|MHS|USAAP0796000
4710|PSF|USAAP0797000
4711|FPR|USAAP0798000
4712|REH|USAAP0799000
4713|AWM|USAAP0800000
4714|MQI|USAAP0398000
4715|FOB|USAAP0801000
4716|UCY|USAAP0802000
4717|ERR|USAAP0803000
4718|CVR|USAAP0804000
4719|CCR|USA0NHCON000
4720|DVN|USA0IADVN000
4721|TBR|USAAP0805000
4722|SQL|USAAP0806000
4723|RKC|USAAP0807000
4724|GTP|USA0ORXFX000
4725|NHZ|USAAP0808000
4726|SCK|USAAP0809000
4727|RBG|USAAP0810000
4728|FAM|USAAP0458000
4729|HST|USAAP0811000
4730|JDY|USAAP0812000
4731|MIW|USAAP0813000
4732|WWD|USAAP0814000
4733|ETS|USAAP0815000
4734|EDK|USAAP0260000
4735|PHD|USAAP0816000
4736|GVL|USAAP0472000
4737|WSG|USA0WA000000
4738|CBF|USAAP0817000
4739|SFZ|USAAP0818000
4740|APF|USA0FLAPF000
4741|JEF|USAAP0819000
4742|ISO|USAAP0820000
4743|NUQ|USAAP0821000
4744|WMH|USAAP0822000
4745|PBF|USAAP0823000
4746|SLG|USAAP0824000
4747|NHX|USAAP0825000
4748|MVC|USAAP0826000
4749|COE|USA0IDCOE000
4750|EOK|USAAP0827000
4751|MUT|USAAP0828000
4752|EDE|USAAP0829000
4753|LBT|USAAP0830000
4754|MEO|USAAP0831000
4755|SOP|USAAP0832000
4756|OCW|USA0WA000000
4757|HZL|USAAP0833000
4758|MEJ|USAAP0834000
4759|MPO|USAAP0835000
4760|UKT|USAAP0836000
4761|EGP|USAAP0837000
4762|FST|USAAP0838000
4763|JKV|USAAP0674000
4764|MPS|USAAP0743000
4765|PSN|USAAP0839000
4766|PPA|USAAP0840000
4767|SEP|USAAP0841000
4768|SLR|USAAP0842000
4769|SWW|USAAP0843000
4770|TPL|USAAP0844000
4771|VHN|USAAP0845000
4772|MFD|USAAP0846000
4773|DUC|USAAP0847000
4774|DUA|USAAP0848000
4775|FDR|USAAP0849000
4776|MLC|USAAP0850000
4777|MKO|USAAP0851000
4778|HAX|USAAP0851000
4779|RKR|USAAP0852000
4780|SWO|USAAP0853000
4781|LGD|USAAP0854000
4782|PFC|USAAP0855000
4783|FKN|USAAP0456000
4784|FLE|USAAP0322000
4785|PTB|USAAP0322000
4786|CLS|USAAP0856000
4787|KLS|USAAP0857000
4788|NUW|USAAP0291000
4789|OMK|USAAP0858000
4790|EVW|USA0WYEVD000
4791|LND|USAAP0859000
4792|RWL|USAAP0860000
4793|COA|COL000001000
4794|HLI|USAAP0861000
4795|CKE|USAAP0862000
4796|NLC|USAAP0863000
4797|OVE|USAAP0864000
4798|TNP|USAAP0865000
4799|WLW|USAAP0866000
4800|CBK|USAAP0867000
4801|EMP|USAAP0868000
4802|EWK|USAAP0746000
4803|CIG|USAAP0221000
4804|GXY|USAAP0869000
4805|PGO|USAAP0870000
4806|RIL|USAAP0871000
4807|EKX|USAAP0872000
4808|GLW|USA0MTGGW000
4809|HOP|USAAP0873000
4810|CEY|USAAP0874000
4811|OWB|USA0KYOWB000
4812|OPL|USAAP0875000
4813|LWM|USA0KSLWC000
4814|STJ|USAAP0876000
4815|DMO|USAAP0877000
4816|MCB|USAAP0878000
4817|PCU|USAAP0879000
4818|VKS|USA0MSVKS000
4819|JXN|USA0MSJAN000
4820|UIZ|USAAP0880000
4821|OWA|USAAP0881000
4822|LXN|USA0KYLEX000
4823|SPF|USAAP0882000
4824|CEU|USAAP0883000
4825|RBW|USAAP0884000
4826|GFL|USAAP0885000
4827|OLE|USAAP0886000
4828|RME|USA000RMG000
4829|MMI|USAAP0108000
4830|CSV|USAAP0887000
4831|MOR|USAAP0678000
4832|FLD|USAAP0888000
4833|CMY|USAAP0889000
4834|STE|USAAP0890000
4835|SUW|USAAP0891000
4836|EKN|USAAP0892000
4837|MRB|USAAP0893000
4838|AFN|USAAP0894000
4839|ESO|USAAP0895000
4840|LSB|USAAP0896000
4841|ONM|USAAP0897000
4842|TCS|USAAP0898000
4843|CGZ|USAAP0899000
4844|MZJ|USAAP0900000
4845|OLS|USAAP0901000
4846|INW|USAAP0902000
4847|DNV|USAAP0640000
4848|MTO|USAAP0903000
4849|SLO|USA0ORSLE000
4850|KKT|USAAP0904000
4851|OKK|USAAP0905000
4852|MDN|USAAP0004000
4853|MZZ|USAAP0278000
4854|MGC|USAAP0906000
4855|RID|USAAP0907000
4856|NPH|USAAP0908000
4857|RIF|USAAP0909000
4858|TRT|USAAP0910000
4859|ENV|USAAP0911000
4860|DNN|USAAP0912000
4861|LIY|USAAP0913000
4862|MLJ|USAAP0914000
4863|PIM|USAAP0915000
4864|TVI|USAAP0916000
4865|AYS|USAAP0917000
4866|FLF|DEU000038000
4867|GKE|DEU000039000
4868|QHU|DEU000040000
4869|KZG|DEU000041000
4870|GUT|DEU000042000
4871|KLT|DEU000043000
4872|CBU|DEU000044000
4873|FCN|DEU000045000
4874|LHA|DEU000046000
4875|IES|DEU000047000
4876|NOD|DEU000048000
4877|RBM|DEU000049000
4878|WBG|DEU000050000
4879|FNU|ITA000QOS000
4880|CIY|ITA000022000
4881|VIF|ITA000023000
4882|LKZ|GBR000058000
4883|OBN|GBR000059000
4884|WXF|GBR000060000
4885|DOC|GBR000061000
4886|FZO|GBR000062000
4887|FSS|GBR000063000
4888|HAW|GBR000064000
4889|KNF|GBR000065000
4890|MHZ|GBR000066000
4891|PSL|AUS0WAPER000
4892|QUG|GBRENGCST000
4893|SFP|AUS000195000
4894|FOT|AUS000196000
4895|GOS|AUS000197000
4896|COJ|AUS000198000
4897|MTL|AUS000199000
4898|RCN|AUS000200000
4899|PDN|AUS000201000
4900|PEA|AUS000202000
4901|PPI|AUS0SAPPI000
4902|CES|AUS000203000
4903|HLS|USA0ORSTH000
4904|SIO|AUS000204000
4905|TAN|AUS000205000
4906|SWH|AUS000206000
4907|YVB|CAN000200000
4908|XBR|CAN000201000
4909|YCW|CAN000202000
4910|YCC|CAN000203000
4911|YDO|CAN000204000
4912|YJP|CAN000205000
4913|YME|CAN000206000
4914|YMJ|CAN000207000
4915|YOS|CAN000208000
4916|YPD|CAN000209000
4917|YPQ|GBRENGPTE000
4918|YXK|CAN000210000
4919|YSC|CAN000211000
4920|YSE|CAN000212000
4921|YSU|CAN000213000
4922|YTR|CAN000214000
4923|YRQ|CAN000TRR000
4924|ZLW|MYS000023000
4925|MEP|MYS0JHMEP000
4926|RNU|MYS000024000
4927|SWY|MYS000025000
4928|TPG|MYS0PKTPG000
4929|HBT|LKA000HBA000
4930|VCA|VNM000016000
4931|KMT|KHM000KMT000
4932|SEW|EGY000012000
4933|AFD|ZAF000018000
4934|KOF|ZAF000019000
4935|LCD|ZAF000020000
4936|ROD|ZAF000021000
4937|LLE|LBR0000MY000
4938|KHO|ZAF000022000
4939|LTA|ZAF000023000
4940|ESE|MEX000037000
4941|WTZ|NZL000030000
4942|KUI|NZL000031000
4943|CMV|NZL000032000
4944|RAG|NZL000033000
4945|MZP|NZL000034000
4946|PPQ|NZL000035000
4947|TMZ|NZL000036000
4948|PRA|ARG000PRA000
4949|LCM|ARG000014000
4950|LPG|ARG000LPG000
4951|NEC|ARG000015000
4952|CGR|BRA000121000
4953|GUZ|BRA000122000
4954|GUJ|BRA000123000
4955|CLV|BRA000124000
4956|MEA|BRA000125000
4957|SSZ|BRA000126000
4958|UBT|BRA000127000
4959|WPA|CHL000018000
4960|WPR|CHL000019000
4961|HOH|AUT000004000
4962|ROU|BGR000ROU000
4963|GOZ|BGR000002000
4964|GUU|ISL000016000
4965|MVA|ISL000017000
4966|VEY|ISL000018000
4967|BXP|POL000BAP000
4968|OSZ|POL000OSZ000
4969|RDO|POL000RDM000
4970|OSP|POL000SLP000
4971|MRW|DNK000009000
4972|SQW|DNK000010000
4973|CNL|DNK000011000
4974|ENF|FIN000012000
4975|YLI|FIN000013000
4976|AGM|GRL000030000
4977|DHR|NLD000010000
4978|UDE|NLD000011000
4979|PED|CZE0000PA000
4980|ZBE|CZE000003000
4981|GTW|CZE0000ZL000
4982|LSZ|HRV000027000
4983|FAN|NOR000070000
4984|CHV|PRT000017000
4985|EKT|SWE000039000
4986|JLD|SWE000040000
4987|VVK|SWE000041000
4988|GVX|SWE000042000
4989|INI|SCG000INI000
4990|POV|SVK000POV000
4991|ILZ|SVK000RIL000
4992|SLD|SVK000001000
4993|HTY|TUR000HTY000
4994|KHC|UKR000091000
4995|UMY|UKR000059000
4996|LRA|GRC000038000
4997|SPJ|GRC000039000
4998|BYB|OMN000003000
4999|SUH|OMN000004000
5000|VJI|USAAP0918000
5001|WBR|USAAP0919000
5002|CAD|USAAP0920000
5003|CXL|USAAP0921000
5004|CLR|USAAP0922000
5005|CGE|USA0MAJHY000
5006|CDN|USAAP0923000
5007|CDK|USAAP0924000
5008|GHM|USAAP0925000
5009|CNU|USAAP0926000
5010|CCY|USAAP0927000
5011|CHK|USAAP0928000
5012|CNH|USAAP0929000
5013|ICL|USAAP0930000
5014|CKM|USAAP0931000
5015|CAO|USAAP0932000
5016|CLI|USAAP0933000
5017|CLG|USAAP0934000
5018|CTH|USAAP0935000
5019|OLU|USAAP0936000
5020|CNK|USAAP0937000
5021|COP|USAAP0938000
5022|CRS|USAAP0939000
5023|CTW|USAAP0940000
5024|CSE|USAAP0941000
5025|CSQ|USAAP0942000
5026|DHT|USAAP0943000
5027|DTL|USAAP0944000
5028|DLL|USAAP0945000
5029|DGW|USAAP0946000
5030|RCR|USA0MNRST000
5031|RCK|USAAP0947000
5032|RKP|USAAP0948000
5033|SBO|USAAP0360000
5034|SYL|USA000SYL000
5035|SFM|USAAP0949000
5036|SZP|USAAP0950000
5037|SQA|USAAP0951000
5038|SES|USAAP0952000
5039|SEM|USAAP0952000
5040|SBM|USA0WISBM000
5041|SYI|USAAP0953000
5042|SNY|USA0FLSNY000
5043|SXQ|USAAP0954000
5044|SME|USAAP0955000
5045|STK|USA0ILSTK000
5046|SLB|USAAP0956000
5047|SUE|USAAP0957000
5048|IRS|USAAP0958000
5049|TKA|USAAP0959000
5050|ASN|USAAP0960000
5051|TRL|USAAP0961000
5052|DLS|USA0ORDLS000
5053|HAI|USA000HAI000
5054|TPH|USAAP0962000
5055|XSD|USAAP0962000
5056|TTN|USAAP0963000
5057|TAD|USAAP0964000
5058|TCC|USAAP0965000
5059|UVA|USAAP0966000
5060|VTN|USAAP0967000
5061|VLA|USAAP0968000
5062|VDI|USAAP0969000
5063|OEA|USAAP0970000
5064|AXV|USAAP0971000
5065|SZL|USAAP0972000
5066|WWA|USAAP0973000
5067|ETB|USAAP0974000
5068|EAN|USAAP0975000
5069|HIE|USAAP0976000
5070|ILL|USAAP0977000
5071|WLD|USAAP0978000
5072|WMC|USAAP0979000
5073|OTG|USAAP0980000
5074|YKN|USAAP0981000
5075|ZPH|USAAP0982000
5076|ESP|USAAP0983000
5077|ETN|USAAP0984000
5078|ELN|USAAP0985000
5079|EPH|USAAP0986000
5080|EST|USAAP0987000
5081|EUF|USAAP0988000
5082|UCE|USAAP0989000
5083|NFL|USAAP0990000
5084|FLX|USAAP0990000
5085|FFM|USAAP0991000
5086|FIL|USAAP0992000
5087|FCY|USAAP0993000
5088|FET|USAAP0994000
5089|FRH|USAAP0995000
5090|GLE|USAAP0472000
5091|GBG|USA0ILGSU000
5092|GLD|USAAP0996000
5093|GVE|USAAP0997000
5094|GVW|USAAP0998000
5095|GNT|USAAP0999000
5096|RVR|USAAP1000000
5097|GRE|USA0MSGLH000
5098|GEY|USAAP1001000
5099|GUY|USAAP1002000
5100|HVS|USAAP1003000
5101|HYR|USAAP0696000
5102|HES|USAAP1004000
5103|HUT|USA0KSHCH000
5104|IMM|USAAP1005000
5105|JAS|USAAP1006000
5106|JCT|USAAP1007000
5107|MVM|USAAP1008000
5108|ENW|USA0WIENW000
5109|LJN|USAAP1009000
5110|NEL|USAAP1010000
5111|LVS|USA0NVLAS000
5112|LIC|USA0CALIC000
5113|LOG|USAAP0469000
5114|LMS|USA0KYLUI000
5115|LSK|USAAP1011000
5116|MDJ|USAAP1012000
5117|AGO|USAAP1013000
5118|MNN|USAAP0278000
5119|MFI|USAAP1014000
5120|RNC|USAAP1015000
5121|MNM|USAAP1016000
5122|MLT|USAAP1017000
5123|MHE|USAAP1018000
5124|MBY|USAAP1019000
5125|MIF|USAAP1020000
5126|MGJ|USA0ALMGM000
5127|LLY|USAAP1021000
5128|MUO|USAAP0822000
5129|EOS|USAAP1022000
5130|NVD|USA0NV000000
5131|NLE|USAAP1023000
5132|OGA|USAAP1024000
5133|OKM|USAAP1025000
5134|ONL|USAAP1026000
5135|ONH|USAAP1027000
5136|OOA|USAAP1028000
5137|OZR|USAAP1029000
5138|LOR|USAAP1029000
5139|HEY|USAAP1029000
5140|OZA|USAAP1030000
5141|PVZ|USAAP1031000
5142|PGR|USAAP1032000
5143|PJB|USAAP1033000
5144|PLY|USA0MAPLY000
5145|POF|USAAP1034000
5146|PUL|USAAP1035000
5147|PCD|USAAP1036000
5148|PTT|USAAP1037000
5149|RGR|USAAP1038000
5150|RTN|USAAP1039000
5151|RIE|USAAP1040000
5152|ZBL|AUS000207000
5153|ZBO|AUS000208000
5154|CDU|AUS000209000
5155|CSI|AUS000210000
5156|XCO|AUS000211000
5157|CWW|AUS000212000
5158|CWT|AUS000213000
5159|DNM|AUS000214000
5160|DNQ|AUS000215000
5161|DOX|AUS000216000
5162|GOO|AUS000217000
5163|GYP|AUS000218000
5164|HXX|AUS000219000
5165|HLV|AUS000220000
5166|IGH|AUS000221000
5167|JUR|AUS000222000
5168|KGY|AUS000223000
5169|LTB|AUS000224000
5170|MVH|AUS000225000
5171|XMC|AUS000226000
5172|MBW|AUS000227000
5173|NBH|AUS000228000
5174|NSV|AUS000229000
5175|RBS|AUS000230000
5176|RMK|AUS000231000
5177|RTS|AUS000232000
5178|NSO|AUS000233000
5179|SNH|AUS000234000
5180|SWC|AUS000235000
5181|KBY|AUS000236000
5182|TWN|AUS000237000
5183|TCW|AUS000238000
5184|TGN|AUS000239000
5185|TUM|AUS000240000
5186|TKY|AUS000241000
5187|WGT|AUS000242000
5188|WAZ|USA0RIUZO000
5189|WDI|AUS000243000
5190|WYN|AUS000244000
5191|YAL|CAN000215000
5192|YTF|CAN000216000
5193|YBY|CAN000217000
5194|YBR|CAN000218000
5195|ZBM|CAN000219000
5196|YCN|CAN000220000
5197|YOD|CAN000221000
5198|YNF|CAN000222000
5199|YCA|CAN000223000
5200|CFQ|CAN000224000
5201|YDG|CAN000225000
5202|YDC|CAN000226000
5203|YET|CAN000227000
5204|YEN|CAN000228000
5205|ZGF|USA0NDGFK000
5206|YGC|CAN000229000
5207|YZX|CAN000230000
5208|YHT|CAN000231000
5209|ZHP|CAN000232000
5210|YHB|CAN000233000
5211|VQQ|USA0FLJAX000
5212|NIP|USA0FLJAX000
5213|NEN|USA0FLJAX000
5214|CRG|USA0FLJAX000
5215|YKD|CAN000234000
5216|YLB|CAN000235000
5217|YMW|CAN000236000
5218|YMB|CAN000237000
5219|YCH|CAN000238000
5220|YQW|CAN000239000
5221|YTA|CAN000240000
5222|YWA|CAN000241000
5223|YPS|CAN000242000
5224|YPG|CAN000243000
5225|YRM|CAN000244000
5226|YQS|JAM000THO000
5227|YHS|CAN000245000
5228|YZH|CAN000246000
5229|YYN|CAN000247000
5230|YXZ|CAN000248000
5231|YZU|CAN000249000
5232|YVV|CAN000250000
5233|YQV|CAN000251000
5234|ODH|GBR000067000
5235|ESH|GBR000068000
5236|REB|DEU000051000
5237|CVH|ARG000016000
5238|COC|ARG000017000
5239|TDL|ARG000018000
5240|VLG|ARG000019000
5241|HHE|JPN000104000
5242|PYR|GRC000040000
5243|KGO|UKR000015000
5244|RWN|UKR000016000
5245|UKS|UKR000017000
5246|VIN|UKR000005000
5247|ZTR|UKR000018000
5248|YKO|TUR000HKR000
5249|ISE|TUR000020000
5250|TEQ|TUR000TEL000
5251|TJK|TUR000TOK000
5252|ONQ|TUR000ZON000
5253|NTB|NOR000071000
5254|KUT|GEO000002000
5255|KTQ|FIN000014000
5256|OEL|RUS000ORL000
5257|GRV|RUS000GRV000
5258|KVX|RUS000KIR000
5259|KLF|RUS000KLF000
5260|KRO|RUS000056000
5261|RYB|RUS000057000
5262|RZN|RUS000RYA000
5263|LPK|RUS000LIP000
5264|PEZ|RUS000PNZ000
5265|SKX|RUS000SKX000
5266|LNX|RUS000LNX000
5267|TOX|RUS000058000
5268|VLU|RUS000059000
5269|VGD|RUS000VLG000
5270|IJK|RUS000IJK000
5271|IWA|RUS000IVO000
5272|SKS|DNK000012000
5273|SLS|BGR000003000
5274|GME|BLR0000HO000
5275|NNR|IRL000009000
5276|CYW|MEX000CLY000
5277|LOM|MEX000038000
5278|PCV|MEX000039000
5279|SFH|MEX000040000
5280|DGR|NZL000037000
5281|MTA|NZL000038000
5282|KTF|NZL000039000
5283|WIR|NZL000040000
5284|APX|BRA000128000
5285|OAL|BRA000129000
5286|CMC|BRA000130000
5287|CAW|BRA000131000
5288|CNV|BRA000132000
5289|CRQ|BRA000133000
5290|CLN|BRA000134000
5291|CAU|BRA000135000
5292|DOU|BRA000136000
5293|ERM|BRA000137000
5294|FEC|BRA000138000
5295|GPB|BRA000139000
5296|ITN|BRA000140000
5297|NNU|BRA000141000
5298|OUS|BRA000142000
